Transaction_ID,Book_Title,Author,Genre,ISBN,Publisher,Publication_Year,Language,Pages,Available_Copies,Total_Copies,User_ID,User_Name,Borrowing_Duration_Days,Date,Status
188,Deep Learning Basics,Wayne Winston,Algorithms,9780520950742,MIT Press,2022,English,681,9,12,M336,Member_81,2025-01-14,2025-01-29,Issued
189,Artificial Intelligence Basics,Thomas H. Cormen,Data Science,9780489249459,Pearson,2017,English,787,6,5,M326,Member_486,2025-01-15,2025-01-30,Issued
190,Data Science Handbook,Abraham Silberschatz,AI,9780705666397,MIT Press,2024,English,1079,10,7,M281,Member_148,2025-03-02,2025-03-17,Returned
191,Python Programming,William Vincent,AI,9780290309966,MIT Press,2024,English,1165,10,12,M225,Member_345,2025-02-20,2025-03-07,Returned
192,Data Science Handbook,Ian Goodfellow,Web,9780540947333,Microsoft Press,2024,English,857,1,8,M426,Member_105,2025-01-03,2025-01-18,Returned
193,Introduction to Algorithms,Alan Beaulieu,Database,9780136542886,Wiley,2018,English,676,4,6,M811,Member_251,2025-02-18,2025-03-05,Returned
194,Deep Learning Basics,Ian Goodfellow,Programming,9780638260363,MIT Press,2021,English,941,4,12,M268,Member_277,2025-02-05,2025-02-20,Returned
195,Introduction to Algorithms,Andrew Ng,AI,9780437368593,Wiley,2022,English,784,5,8,M561,Member_370,2025-02-04,2025-02-19,Returned
196,SQL for Beginners,William Vincent,Algorithms,9780912329579,MIT Press,2017,English,771,10,8,M800,Member_452,2025-02-15,2025-03-02,Returned
197,Web Development with Django,Alan Beaulieu,Algorithms,9780876314762,Wiley,2020,English,899,2,9,M803,Member_5,2025-02-11,2025-02-26,Returned
198,Machine Learning Guide,Andrew Ng,AI,9780899116573,Microsoft Press,2021,English,225,10,12,M270,Member_133,2025-02-17,2025-03-04,Issued
199,Machine Learning Guide,Stuart Russell,AI,9780216534729,Wiley,2021,English,1118,0,12,M841,Member_258,2025-02-16,2025-03-03,Issued
200,Excel for Data Analysis,Ian Goodfellow,Data Science,9780498006674,MIT Press,2019,English,1154,9,7,M953,Member_97,2025-01-05,2025-01-20,Returned
201,SQL for Beginners,Andrew Ng,Web,9780273265865,OReilly,2022,English,1103,9,10,M136,Member_407,2025-02-08,2025-02-23,Returned
202,Operating System Concepts,Abraham Silberschatz,Programming,9780991008092,Microsoft Press,2017,English,479,8,9,M168,Member_292,2025-02-12,2025-02-27,Returned
203,Artificial Intelligence Basics,Andrew Ng,Web,9780632260134,Microsoft Press,2018,English,993,7,9,M395,Member_4,2025-02-23,2025-03-10,Issued
204,Artificial Intelligence Basics,Thomas H. Cormen,Algorithms,9780321215008,MIT Press,2015,English,441,3,11,M261,Member_458,2025-01-13,2025-01-28,Issued
205,Operating System Concepts,Ian Goodfellow,AI,9780630049304,Pearson,2019,English,800,2,15,M123,Member_268,2025-02-23,2025-03-10,Returned
206,Web Development with Django,Wayne Winston,Database,9780698960528,Wiley,2018,English,992,0,7,M780,Member_182,2025-01-07,2025-01-22,Issued
207,Machine Learning Guide,Alan Beaulieu,AI,9780267194027,OReilly,2021,English,959,2,14,M695,Member_49,2025-01-20,2025-02-04,Returned
208,Python Programming,Thomas H. Cormen,Programming,9780604711945,Microsoft Press,2022,English,1105,3,8,M874,Member_24,2025-02-14,2025-03-01,Returned
209,Artificial Intelligence Basics,Ian Goodfellow,AI,9780590457976,Wiley,2015,English,342,4,14,M493,Member_288,2025-02-10,2025-02-25,Returned
210,Artificial Intelligence Basics,Abraham Silberschatz,Data Science,9780837955268,Pearson,2018,English,716,0,7,M337,Member_332,2025-01-07,2025-01-22,Issued
211,Excel for Data Analysis,Alan Beaulieu,AI,9780607463751,Wiley,2020,English,402,5,5,M798,Member_403,2025-02-16,2025-03-03,Returned
212,Operating System Concepts,John Smith,Programming,9780612332820,OReilly,2021,English,304,7,6,M326,Member_419,2025-02-02,2025-02-17,Issued
213,Machine Learning Guide,Stuart Russell,Algorithms,9780348084787,Wiley,2019,English,490,6,9,M194,Member_131,2025-01-23,2025-02-07,Returned
214,Python Programming,John Smith,Programming,9780193893359,Microsoft Press,2018,English,463,0,15,M581,Member_87,2025-02-10,2025-02-25,Returned
215,SQL for Beginners,Ian Goodfellow,Programming,9780250055102,MIT Press,2016,English,300,5,8,M240,Member_495,2025-01-05,2025-01-20,Returned
216,Data Science Handbook,Jake VanderPlas,AI,9780289634461,Microsoft Press,2019,English,685,9,7,M705,Member_202,2025-01-03,2025-01-18,Returned
217,Excel for Data Analysis,Thomas H. Cormen,Algorithms,9780934747621,Microsoft Press,2020,English,1135,6,10,M719,Member_237,2025-02-03,2025-02-18,Returned
218,Data Science Handbook,Andrew Ng,AI,9780453600134,MIT Press,2020,English,253,8,9,M459,Member_40,2025-01-03,2025-01-18,Returned
219,Data Science Handbook,Alan Beaulieu,Database,9780592581537,Pearson,2021,English,985,4,6,M385,Member_290,2025-02-17,2025-03-04,Issued
220,Introduction to Algorithms,Alan Beaulieu,Programming,9780974083717,Pearson,2015,English,1134,3,13,M675,Member_40,2025-01-07,2025-01-22,Issued
221,Machine Learning Guide,Stuart Russell,Data Science,9780526140183,MIT Press,2015,English,615,8,13,M942,Member_486,2025-01-21,2025-02-05,Issued
222,Web Development with Django,Stuart Russell,Database,9780439447579,OReilly,2019,English,1007,1,9,M467,Member_13,2025-01-12,2025-01-27,Issued
223,Artificial Intelligence Basics,Alan Beaulieu,Database,9780725850150,Microsoft Press,2022,English,209,5,14,M974,Member_169,2025-01-14,2025-01-29,Issued
224,Machine Learning Guide,Alan Beaulieu,Data Science,9780138491225,Pearson,2015,English,993,10,14,M236,Member_135,2025-01-02,2025-01-17,Returned
225,Python Programming,Thomas H. Cormen,Algorithms,9780726561587,MIT Press,2017,English,604,1,6,M162,Member_415,2025-01-08,2025-01-23,Returned
226,Web Development with Django,Stuart Russell,AI,9780597050161,OReilly,2015,English,1194,8,5,M119,Member_120,2025-02-23,2025-03-10,Issued
227,Machine Learning Guide,William Vincent,Programming,9780362125739,OReilly,2021,English,1188,6,8,M237,Member_456,2025-01-13,2025-01-28,Issued
228,Operating System Concepts,Ian Goodfellow,Data Science,9780499135317,Microsoft Press,2022,English,533,6,10,M778,Member_280,2025-01-08,2025-01-23,Returned
229,Artificial Intelligence Basics,Stuart Russell,Web,9780715304480,MIT Press,2020,English,424,8,9,M923,Member_357,2025-01-06,2025-01-21,Issued
230,Python Programming,Andrew Ng,AI,9780667321840,Microsoft Press,2017,English,741,8,5,M578,Member_232,2025-01-12,2025-01-27,Issued
231,Operating System Concepts,Abraham Silberschatz,Web,9780192428058,MIT Press,2022,English,248,4,13,M558,Member_37,2025-01-21,2025-02-05,Issued
232,Introduction to Algorithms,Wayne Winston,Database,9780750832765,Pearson,2022,English,1073,9,5,M205,Member_79,2025-01-09,2025-01-24,Returned
233,SQL for Beginners,Ian Goodfellow,Database,9780443150612,Microsoft Press,2020,English,636,10,14,M203,Member_197,2025-02-19,2025-03-06,Returned
234,Introduction to Algorithms,Thomas H. Cormen,Data Science,9780598630130,Wiley,2024,English,432,10,14,M643,Member_54,2025-01-31,2025-02-15,Returned
235,Web Development with Django,Ian Goodfellow,AI,9780963306961,MIT Press,2024,English,689,4,11,M444,Member_1,2025-02-08,2025-02-23,Returned
236,Python Programming,Andrew Ng,Programming,9780756342798,MIT Press,2018,English,1135,7,5,M213,Member_311,2025-01-04,2025-01-19,Issued
237,SQL for Beginners,William Vincent,Web,9780339226004,Pearson,2015,English,353,1,10,M906,Member_44,2025-01-28,2025-02-12,Issued
238,SQL for Beginners,Wayne Winston,Data Science,9780361427722,OReilly,2021,English,1064,10,13,M508,Member_277,2025-01-23,2025-02-07,Returned
239,Web Development with Django,Andrew Ng,Data Science,9780664064969,Microsoft Press,2019,English,390,9,9,M334,Member_203,2025-01-02,2025-01-17,Returned
240,Data Science Handbook,Alan Beaulieu,Algorithms,9780709986704,OReilly,2019,English,571,6,14,M882,Member_147,2025-01-13,2025-01-28,Issued
241,Data Science Handbook,Andrew Ng,AI,9780759563802,Microsoft Press,2015,English,887,4,15,M645,Member_361,2025-01-01,2025-01-16,Issued
242,SQL for Beginners,Stuart Russell,AI,9780810069217,Pearson,2024,English,873,8,13,M187,Member_440,2025-01-04,2025-01-19,Issued
243,Data Science Handbook,Ian Goodfellow,Programming,9780218969012,Pearson,2017,English,619,9,14,M837,Member_174,2025-02-20,2025-03-07,Returned
244,Excel for Data Analysis,Jake VanderPlas,Web,9780156718982,Pearson,2019,English,531,9,11,M403,Member_9,2025-02-14,2025-03-01,Returned
245,Python Programming,Ian Goodfellow,AI,9780530739888,Wiley,2015,English,269,0,11,M697,Member_120,2025-02-28,2025-03-15,Returned
246,Operating System Concepts,Ian Goodfellow,AI,9780514396749,Pearson,2020,English,1140,9,12,M531,Member_303,2025-01-13,2025-01-28,Returned
247,SQL for Beginners,Andrew Ng,Algorithms,9780569588922,Wiley,2023,English,457,0,14,M480,Member_452,2025-01-24,2025-02-08,Issued
248,Deep Learning Basics,Stuart Russell,Algorithms,9780804499832,Microsoft Press,2020,English,976,4,14,M342,Member_177,2025-01-26,2025-02-10,Returned
249,Web Development with Django,Abraham Silberschatz,AI,9780629449741,Wiley,2019,English,719,6,7,M209,Member_481,2025-01-03,2025-01-18,Issued
250,Deep Learning Basics,John Smith,AI,9780551804962,OReilly,2022,English,376,4,15,M453,Member_65,2025-01-04,2025-01-19,Returned
251,SQL for Beginners,John Smith,Algorithms,9780861550173,OReilly,2024,English,1115,10,10,M919,Member_470,2025-02-07,2025-02-22,Returned
252,Machine Learning Guide,Thomas H. Cormen,Web,9780653107626,Wiley,2015,English,261,0,14,M262,Member_149,2025-01-03,2025-01-18,Returned
253,Machine Learning Guide,William Vincent,Database,9780383968652,Wiley,2016,English,412,3,12,M950,Member_226,2025-01-04,2025-01-19,Issued
254,Machine Learning Guide,William Vincent,Programming,9780962744615,OReilly,2021,English,880,10,9,M591,Member_174,2025-03-02,2025-03-17,Returned
255,Web Development with Django,Ian Goodfellow,Algorithms,9780608398036,Microsoft Press,2015,English,805,0,8,M828,Member_415,2025-02-06,2025-02-21,Returned
256,Python Programming,Thomas H. Cormen,Programming,9780126286010,Pearson,2021,English,489,3,11,M312,Member_343,2025-01-26,2025-02-10,Returned
257,Artificial Intelligence Basics,Ian Goodfellow,Programming,9780214777535,Microsoft Press,2017,English,1060,9,9,M679,Member_102,2025-02-25,2025-03-12,Issued
258,Deep Learning Basics,Thomas H. Cormen,AI,9780210530180,OReilly,2016,English,1010,0,9,M382,Member_429,2025-01-02,2025-01-17,Issued
259,Introduction to Algorithms,Andrew Ng,Algorithms,9780499099235,MIT Press,2015,English,719,6,14,M426,Member_158,2025-02-13,2025-02-28,Issued
260,Excel for Data Analysis,Wayne Winston,AI,9780910433588,Pearson,2020,English,858,9,6,M909,Member_258,2025-01-12,2025-01-27,Issued
261,Web Development with Django,Andrew Ng,Programming,9780787185808,Microsoft Press,2022,English,328,3,14,M537,Member_130,2025-01-19,2025-02-03,Issued
262,Artificial Intelligence Basics,Stuart Russell,Programming,9780598426199,Pearson,2019,English,1097,6,11,M516,Member_136,2025-02-23,2025-03-10,Issued
263,SQL for Beginners,Wayne Winston,Programming,9780817367859,MIT Press,2019,English,818,7,13,M282,Member_71,2025-02-28,2025-03-15,Returned
264,Excel for Data Analysis,Wayne Winston,Data Science,9780600720725,MIT Press,2015,English,932,3,12,M377,Member_338,2025-01-03,2025-01-18,Issued
265,Artificial Intelligence Basics,Jake VanderPlas,Database,9780888615479,MIT Press,2021,English,1153,0,10,M462,Member_465,2025-01-04,2025-01-19,Returned
266,Machine Learning Guide,John Smith,Database,9780834673886,Wiley,2023,English,652,3,7,M281,Member_335,2025-01-08,2025-01-23,Issued
267,Operating System Concepts,Abraham Silberschatz,Web,9780815629481,Pearson,2024,English,1146,10,9,M840,Member_178,2025-02-23,2025-03-10,Issued
268,Artificial Intelligence Basics,Wayne Winston,Database,9780396506989,Wiley,2020,English,679,3,9,M607,Member_89,2025-02-03,2025-02-18,Issued
269,Introduction to Algorithms,Thomas H. Cormen,Algorithms,9780189648338,Microsoft Press,2016,English,647,10,7,M799,Member_436,2025-02-08,2025-02-23,Issued
270,SQL for Beginners,William Vincent,Data Science,9780937711778,Microsoft Press,2024,English,833,2,5,M281,Member_21,2025-02-06,2025-02-21,Returned
271,Operating System Concepts,Wayne Winston,AI,9780649884315,Wiley,2016,English,1137,6,14,M190,Member_162,2025-02-04,2025-02-19,Issued
272,Introduction to Algorithms,Stuart Russell,AI,9780679345261,Wiley,2024,English,638,7,11,M744,Member_83,2025-01-11,2025-01-26,Issued
273,Machine Learning Guide,Jake VanderPlas,AI,9780181228054,OReilly,2024,English,1121,5,7,M427,Member_497,2025-01-27,2025-02-11,Returned
274,Operating System Concepts,Thomas H. Cormen,Data Science,9780594895276,Wiley,2018,English,432,3,15,M614,Member_200,2025-02-28,2025-03-15,Issued
275,Machine Learning Guide,Abraham Silberschatz,AI,9780872178225,Wiley,2015,English,211,7,15,M244,Member_9,2025-01-29,2025-02-13,Returned
276,Deep Learning Basics,John Smith,Programming,9780224314336,MIT Press,2016,English,947,9,5,M328,Member_287,2025-01-24,2025-02-08,Issued
277,SQL for Beginners,Jake VanderPlas,AI,9780566845226,OReilly,2017,English,1036,1,9,M781,Member_430,2025-02-09,2025-02-24,Issued
278,Excel for Data Analysis,Stuart Russell,Algorithms,9780658613608,Microsoft Press,2022,English,747,5,5,M442,Member_377,2025-01-30,2025-02-14,Issued
279,Operating System Concepts,Alan Beaulieu,Data Science,9780106880347,Wiley,2016,English,658,7,10,M335,Member_352,2025-02-15,2025-03-02,Returned
280,Web Development with Django,Ian Goodfellow,Data Science,9780985647430,OReilly,2017,English,1115,9,14,M286,Member_378,2025-02-16,2025-03-03,Returned
281,Data Science Handbook,Thomas H. Cormen,Database,9780689886888,Wiley,2016,English,1026,2,13,M951,Member_290,2025-01-04,2025-01-19,Returned
282,Web Development with Django,William Vincent,Web,9780441056038,MIT Press,2024,English,429,4,5,M485,Member_57,2025-02-28,2025-03-15,Returned
283,Excel for Data Analysis,Wayne Winston,Algorithms,9780994556640,Wiley,2017,English,1102,8,11,M496,Member_300,2025-02-07,2025-02-22,Issued
284,Artificial Intelligence Basics,William Vincent,Programming,9780550412816,Wiley,2022,English,976,10,7,M569,Member_239,2025-01-31,2025-02-15,Issued
285,Artificial Intelligence Basics,Jake VanderPlas,Data Science,9780782887855,Wiley,2018,English,826,2,5,M872,Member_255,2025-01-09,2025-01-24,Issued
286,Excel for Data Analysis,Andrew Ng,Programming,9780163025406,OReilly,2016,English,244,3,6,M158,Member_435,2025-01-17,2025-02-01,Returned
287,Introduction to Algorithms,Thomas H. Cormen,AI,9780371438788,Microsoft Press,2015,English,474,0,7,M364,Member_414,2025-02-23,2025-03-10,Returned
288,SQL for Beginners,Andrew Ng,AI,9780399186504,Wiley,2015,English,478,2,13,M771,Member_31,2025-01-07,2025-01-22,Returned
289,Web Development with Django,Abraham Silberschatz,Web,9780139154023,Pearson,2017,English,454,7,14,M745,Member_298,2025-02-20,2025-03-07,Issued
290,Operating System Concepts,Stuart Russell,Data Science,9780816182660,Microsoft Press,2023,English,1125,8,7,M240,Member_11,2025-02-25,2025-03-12,Issued
291,Artificial Intelligence Basics,Ian Goodfellow,Web,9780402892034,MIT Press,2018,English,619,1,9,M355,Member_463,2025-01-11,2025-01-26,Returned
292,Artificial Intelligence Basics,Jake VanderPlas,Data Science,9780650895327,Pearson,2024,English,832,7,5,M925,Member_216,2025-02-10,2025-02-25,Returned
293,Data Science Handbook,William Vincent,AI,9780439739064,Microsoft Press,2024,English,566,10,12,M794,Member_427,2025-02-18,2025-03-05,Returned
294,Operating System Concepts,Jake VanderPlas,Database,9780924309279,Wiley,2020,English,588,7,6,M866,Member_101,2025-02-03,2025-02-18,Returned
295,Operating System Concepts,Thomas H. Cormen,Data Science,9780258915747,MIT Press,2016,English,1158,6,8,M181,Member_235,2025-01-09,2025-01-24,Returned
296,Deep Learning Basics,Ian Goodfellow,Database,9780605289935,Microsoft Press,2015,English,1021,2,9,M230,Member_22,2025-01-20,2025-02-04,Returned
297,Python Programming,Jake VanderPlas,Algorithms,9780208636531,Microsoft Press,2015,English,385,10,12,M374,Member_416,2025-02-24,2025-03-11,Returned
298,Machine Learning Guide,Ian Goodfellow,Programming,9780524272590,Pearson,2016,English,1141,0,6,M236,Member_374,2025-02-12,2025-02-27,Issued
299,Deep Learning Basics,Stuart Russell,Programming,9780461953487,Microsoft Press,2024,English,927,0,8,M115,Member_143,2025-01-22,2025-02-06,Issued
300,Operating System Concepts,Alan Beaulieu,Programming,9780283241748,MIT Press,2017,English,389,7,9,M239,Member_232,2025-01-24,2025-02-08,Issued
301,Deep Learning Basics,Jake VanderPlas,Data Science,9780277347147,MIT Press,2015,English,876,3,8,M437,Member_103,2025-02-18,2025-03-05,Returned
302,Operating System Concepts,Stuart Russell,Database,9780317808338,Wiley,2015,English,756,6,15,M734,Member_239,2025-02-02,2025-02-17,Returned
303,Data Science Handbook,Abraham Silberschatz,Database,9780280888003,Microsoft Press,2020,English,659,9,12,M133,Member_53,2025-01-18,2025-02-02,Returned
304,Python Programming,William Vincent,Database,9780563764388,OReilly,2022,English,1169,0,9,M998,Member_196,2025-02-20,2025-03-07,Issued
305,Artificial Intelligence Basics,Alan Beaulieu,Programming,9780295916837,OReilly,2016,English,245,1,8,M466,Member_150,2025-01-15,2025-01-30,Returned
306,Introduction to Algorithms,John Smith,Data Science,9780670002306,Microsoft Press,2023,English,381,0,6,M862,Member_474,2025-01-13,2025-01-28,Issued
307,Artificial Intelligence Basics,Jake VanderPlas,AI,9780261576593,OReilly,2015,English,766,4,14,M585,Member_185,2025-02-07,2025-02-22,Issued
308,Machine Learning Guide,Alan Beaulieu,Data Science,9780497217440,Microsoft Press,2021,English,979,6,13,M453,Member_165,2025-02-12,2025-02-27,Returned
309,SQL for Beginners,Alan Beaulieu,Data Science,9780271198680,MIT Press,2018,English,342,0,15,M657,Member_301,2025-02-17,2025-03-04,Issued
310,SQL for Beginners,Thomas H. Cormen,AI,9780513746621,OReilly,2020,English,1081,7,13,M914,Member_379,2025-01-30,2025-02-14,Issued
311,Deep Learning Basics,Thomas H. Cormen,Data Science,9780841560418,MIT Press,2024,English,570,10,7,M429,Member_40,2025-03-01,2025-03-16,Issued
312,Deep Learning Basics,Jake VanderPlas,Programming,9780100818611,Microsoft Press,2022,English,957,10,14,M899,Member_336,2025-01-12,2025-01-27,Returned
313,Artificial Intelligence Basics,Ian Goodfellow,Web,9780157016982,Wiley,2015,English,640,10,15,M897,Member_496,2025-01-05,2025-01-20,Issued
314,Data Science Handbook,John Smith,Data Science,9780608504676,MIT Press,2023,English,842,8,5,M826,Member_61,2025-01-03,2025-01-18,Returned
315,Machine Learning Guide,Abraham Silberschatz,Data Science,9780969656188,OReilly,2017,English,1097,1,7,M647,Member_15,2025-01-08,2025-01-23,Issued
316,Machine Learning Guide,Stuart Russell,Programming,9780868678972,Wiley,2020,English,857,2,7,M942,Member_72,2025-02-20,2025-03-07,Issued
317,Excel for Data Analysis,Thomas H. Cormen,AI,9780352950275,Wiley,2021,English,237,1,15,M528,Member_285,2025-01-25,2025-02-09,Issued
318,Web Development with Django,William Vincent,Programming,9780898604677,OReilly,2023,English,1092,0,6,M189,Member_245,2025-01-25,2025-02-09,Returned
319,Introduction to Algorithms,Alan Beaulieu,Database,9780419319140,Wiley,2021,English,309,8,15,M454,Member_334,2025-01-04,2025-01-19,Issued
320,Machine Learning Guide,Abraham Silberschatz,Programming,9780643107444,Wiley,2019,English,308,9,11,M794,Member_255,2025-01-30,2025-02-14,Returned
321,Web Development with Django,Abraham Silberschatz,Web,9780760865353,Pearson,2024,English,950,4,10,M742,Member_49,2025-02-21,2025-03-08,Returned
322,Introduction to Algorithms,Wayne Winston,AI,9780791916679,MIT Press,2020,English,711,3,8,M651,Member_262,2025-02-08,2025-02-23,Issued
323,Excel for Data Analysis,Alan Beaulieu,Algorithms,9780606894481,Wiley,2020,English,1057,4,11,M647,Member_143,2025-02-15,2025-03-02,Issued
324,Machine Learning Guide,Abraham Silberschatz,Database,9780236794489,Wiley,2016,English,1177,10,8,M566,Member_39,2025-02-07,2025-02-22,Returned
325,Excel for Data Analysis,Alan Beaulieu,Database,9780663413759,OReilly,2017,English,210,4,6,M278,Member_37,2025-01-27,2025-02-11,Issued
326,Artificial Intelligence Basics,William Vincent,Data Science,9780345579553,Pearson,2015,English,458,1,6,M854,Member_61,2025-02-28,2025-03-15,Returned
327,Web Development with Django,Stuart Russell,Algorithms,9780246626946,Wiley,2019,English,233,6,14,M232,Member_200,2025-02-10,2025-02-25,Issued
328,Data Science Handbook,Stuart Russell,Programming,9780659008817,OReilly,2021,English,669,6,13,M276,Member_100,2025-02-20,2025-03-07,Issued
329,Python Programming,Andrew Ng,Algorithms,9780741715592,Pearson,2024,English,673,10,13,M954,Member_467,2025-02-27,2025-03-14,Issued
330,Excel for Data Analysis,Abraham Silberschatz,Web,9780547571646,Wiley,2018,English,1079,10,11,M228,Member_8,2025-02-21,2025-03-08,Issued
331,Python Programming,Ian Goodfellow,Database,9780705577449,Pearson,2022,English,321,8,8,M155,Member_209,2025-01-01,2025-01-16,Returned
332,Introduction to Algorithms,Stuart Russell,Programming,9780294944538,Microsoft Press,2022,English,1146,0,8,M642,Member_485,2025-02-22,2025-03-09,Issued
333,Artificial Intelligence Basics,Abraham Silberschatz,Programming,9780691102165,Pearson,2021,English,370,2,9,M839,Member_44,2025-02-09,2025-02-24,Returned
334,Artificial Intelligence Basics,Alan Beaulieu,AI,9780100645800,OReilly,2023,English,486,9,8,M748,Member_265,2025-02-18,2025-03-05,Issued
335,Python Programming,Wayne Winston,Data Science,9780860414818,Microsoft Press,2021,English,349,2,10,M241,Member_492,2025-02-20,2025-03-07,Returned
336,Deep Learning Basics,Wayne Winston,Algorithms,9780213126163,Wiley,2024,English,921,1,11,M570,Member_219,2025-02-18,2025-03-05,Returned
337,Excel for Data Analysis,William Vincent,AI,9780426772741,OReilly,2024,English,329,0,7,M515,Member_258,2025-02-11,2025-02-26,Issued
338,Introduction to Algorithms,Alan Beaulieu,Programming,9780289873291,MIT Press,2016,English,1131,6,6,M625,Member_269,2025-01-19,2025-02-03,Issued
339,Machine Learning Guide,John Smith,Database,9780410292037,OReilly,2023,English,1030,9,13,M985,Member_163,2025-01-12,2025-01-27,Returned
340,Introduction to Algorithms,Wayne Winston,Programming,9780379459673,Pearson,2018,English,952,8,13,M151,Member_24,2025-02-27,2025-03-14,Issued
341,Introduction to Algorithms,Abraham Silberschatz,Web,9780455446151,OReilly,2016,English,671,10,5,M223,Member_347,2025-01-06,2025-01-21,Issued
342,Operating System Concepts,Stuart Russell,AI,9780849222826,Wiley,2020,English,689,5,7,M334,Member_418,2025-02-14,2025-03-01,Issued
343,Deep Learning Basics,Abraham Silberschatz,Web,9780618471925,MIT Press,2018,English,699,2,14,M717,Member_344,2025-02-02,2025-02-17,Issued
344,Introduction to Algorithms,William Vincent,Web,9780204173845,Microsoft Press,2018,English,299,3,8,M570,Member_187,2025-03-02,2025-03-17,Returned
345,Machine Learning Guide,Andrew Ng,Algorithms,9780760999680,Wiley,2020,English,929,5,8,M982,Member_251,2025-02-19,2025-03-06,Issued
346,Artificial Intelligence Basics,Ian Goodfellow,Database,9780878082172,OReilly,2015,English,700,9,7,M846,Member_468,2025-01-31,2025-02-15,Returned
347,SQL for Beginners,Abraham Silberschatz,Programming,9780125406693,MIT Press,2020,English,1085,9,11,M978,Member_388,2025-02-03,2025-02-18,Issued
348,Data Science Handbook,Ian Goodfellow,Algorithms,9780146483872,MIT Press,2018,English,857,2,10,M764,Member_284,2025-02-23,2025-03-10,Issued
349,Data Science Handbook,Andrew Ng,Database,9780270476840,Microsoft Press,2016,English,393,7,12,M863,Member_183,2025-02-12,2025-02-27,Returned
350,SQL for Beginners,Abraham Silberschatz,Algorithms,9780901745945,Microsoft Press,2017,English,432,0,10,M434,Member_137,2025-01-21,2025-02-05,Issued
351,SQL for Beginners,William Vincent,Database,9780758202015,MIT Press,2021,English,1193,10,12,M200,Member_381,2025-01-22,2025-02-06,Issued
352,Excel for Data Analysis,Jake VanderPlas,Data Science,9780580957864,Microsoft Press,2020,English,349,5,6,M832,Member_297,2025-02-22,2025-03-09,Issued
353,Excel for Data Analysis,Andrew Ng,Algorithms,9780779635960,MIT Press,2019,English,1120,2,15,M519,Member_75,2025-01-10,2025-01-25,Issued
354,Artificial Intelligence Basics,John Smith,Algorithms,9780987597550,Pearson,2020,English,468,6,12,M953,Member_409,2025-02-28,2025-03-15,Returned
355,Introduction to Algorithms,Alan Beaulieu,Database,9780180903981,Pearson,2019,English,884,1,12,M703,Member_92,2025-01-17,2025-02-01,Issued
356,Artificial Intelligence Basics,Stuart Russell,Database,9780650280601,Pearson,2017,English,732,3,6,M528,Member_347,2025-02-23,2025-03-10,Issued
357,Python Programming,Stuart Russell,Algorithms,9780760101796,Microsoft Press,2022,English,778,4,6,M321,Member_314,2025-02-28,2025-03-15,Issued
358,Data Science Handbook,William Vincent,AI,9780166723884,MIT Press,2016,English,1148,6,10,M264,Member_121,2025-01-18,2025-02-02,Issued
359,Deep Learning Basics,William Vincent,AI,9780688503599,Microsoft Press,2018,English,574,8,8,M347,Member_336,2025-01-13,2025-01-28,Returned
360,Data Science Handbook,Stuart Russell,AI,9780640877916,Microsoft Press,2018,English,650,10,13,M339,Member_9,2025-02-22,2025-03-09,Returned
361,Python Programming,Ian Goodfellow,Algorithms,9780506003639,MIT Press,2017,English,547,2,10,M462,Member_88,2025-02-09,2025-02-24,Returned
362,Artificial Intelligence Basics,Ian Goodfellow,Database,9780542942363,MIT Press,2015,English,350,9,11,M417,Member_213,2025-01-04,2025-01-19,Returned
363,Machine Learning Guide,Thomas H. Cormen,Data Science,9780257476164,Microsoft Press,2023,English,529,2,5,M497,Member_123,2025-02-24,2025-03-11,Returned
364,Deep Learning Basics,Andrew Ng,Data Science,9780470855295,Pearson,2019,English,724,5,9,M274,Member_142,2025-02-13,2025-02-28,Returned
365,Excel for Data Analysis,Alan Beaulieu,Algorithms,9780376851360,Wiley,2018,English,487,6,7,M982,Member_267,2025-01-13,2025-01-28,Returned
366,Data Science Handbook,Stuart Russell,AI,9780808454064,MIT Press,2021,English,1085,8,7,M744,Member_65,2025-01-23,2025-02-07,Issued
367,Python Programming,Abraham Silberschatz,Data Science,9780821163565,Wiley,2024,English,594,5,10,M435,Member_276,2025-02-13,2025-02-28,Issued
368,Introduction to Algorithms,Wayne Winston,Algorithms,9780847347958,Wiley,2024,English,706,5,12,M524,Member_57,2025-01-30,2025-02-14,Returned
369,Operating System Concepts,Stuart Russell,Algorithms,9780497908086,Pearson,2022,English,972,8,12,M588,Member_180,2025-01-14,2025-01-29,Issued
370,Machine Learning Guide,Ian Goodfellow,Web,9780813881136,Wiley,2018,English,1108,2,11,M985,Member_55,2025-01-21,2025-02-05,Issued
371,Deep Learning Basics,Stuart Russell,AI,9780161064685,OReilly,2024,English,449,1,11,M905,Member_170,2025-01-28,2025-02-12,Returned
372,Artificial Intelligence Basics,Alan Beaulieu,Data Science,9780702898309,OReilly,2020,English,781,10,5,M120,Member_345,2025-02-18,2025-03-05,Returned
373,Deep Learning Basics,Thomas H. Cormen,Programming,9780671171644,MIT Press,2022,English,759,9,12,M902,Member_358,2025-02-17,2025-03-04,Issued
374,Python Programming,Andrew Ng,AI,9780337094938,Microsoft Press,2023,English,860,1,5,M686,Member_392,2025-01-22,2025-02-06,Issued
375,Excel for Data Analysis,Stuart Russell,AI,9780328511068,MIT Press,2022,English,1077,3,9,M988,Member_140,2025-02-24,2025-03-11,Issued
